field_id,region,crop_type,soil_organic_carbon,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,calcium_meq,magnesium_meq,zinc_ppm,iron_ppm,copper_ppm,manganese_ppm,boron_ppm,electrical_conductivity_dsm,cumulative_rainfall_mm,growing_degree_days,avg_temperature_c,heat_stress_days,peak_ndvi,bio_applied,bio_product_type,bio_dosage_l_ha,observed_yield_q_acre,counterfactual_yield_q_acre,bio_attributed_lift_q,crop_msp_rs_q,gross_revenue_gain_rs,net_profit_rs
IND_FIELD_0918,Karnataka & Tamil Nadu,Sugarcane,3.56,7.95,114.7,51.2,138.1,29.1,15.8,25.3,9.9,0.37,4.9,0.85,3.8,0.82,0.47,608.8,2900.2,24.9,4,0.694,1,Syngenta Quantis,1.36,518.0,443.05,74.95,340.0,25483.0,23404.0
IND_FIELD_0919,Uttar Pradesh & Bihar,Soybean,12.35,6.27,76.7,38.5,121.2,37.5,19.3,15.6,4.1,1.38,8.73,0.7,3.34,0.6,0.2,1171.6,2113.1,25.9,7,0.92,0,None,0.0,22.57,22.97,-0.4,4892.0,-1963.0,-1963.0
IND_FIELD_0920,Punjab & Haryana (Indo-Gangetic),Gram / Chickpea (Chana),12.0,5.85,85.9,29.7,207.2,39.8,18.7,16.9,8.8,0.33,7.48,0.28,5.35,0.95,0.4,777.7,2881.3,23.3,6,0.906,1,Syngenta CropBio+ (Biostimulant),1.2,22.85,19.77,3.08,5440.0,16772.0,15118.0
IND_FIELD_0921,Karnataka & Tamil Nadu,Groundnut (Peanut),9.53,7.87,78.8,52.2,149.6,24.3,15.6,12.7,12.6,1.03,8.91,0.32,6.95,0.57,0.64,578.3,2439.0,30.4,7,0.804,0,None,0.0,23.18,22.99,0.19,6783.0,1297.0,1297.0
IND_FIELD_0922,Maharashtra & Vidarbha (Deccan),Wheat,4.23,7.19,136.1,14.1,230.9,44.5,18.2,29.0,5.7,0.71,8.65,0.75,3.69,0.3,0.82,749.1,1950.5,24.3,8,0.738,1,Syngenta Isabion,1.8,36.4,31.42,4.98,2275.0,11330.0,9614.0
IND_FIELD_0923,Karnataka & Tamil Nadu,Onion,11.93,7.94,203.2,21.0,108.3,36.5,21.7,20.9,8.0,1.01,3.57,0.79,3.03,0.73,0.82,790.7,2182.6,25.3,5,0.912,1,Syngenta Quantis,1.97,255.36,230.79,24.57,2800.0,68797.0,67041.0
IND_FIELD_0924,Uttar Pradesh & Bihar,Rice (Paddy),9.92,7.23,85.4,36.3,237.2,30.9,13.8,22.6,13.4,0.69,9.72,0.58,6.61,0.28,0.54,1367.0,2363.2,33.5,6,0.92,0,None,0.0,40.4,40.19,0.21,2300.0,491.0,491.0
IND_FIELD_0925,Maharashtra & Vidarbha (Deccan),Tomato,12.1,7.74,83.5,38.5,148.0,23.5,13.4,22.5,8.0,1.04,4.86,0.59,6.08,0.43,0.57,1113.1,2849.0,26.2,4,0.92,1,Syngenta Quantis,2.38,300.68,270.4,30.28,2400.0,72667.0,70624.0
IND_FIELD_0926,Punjab & Haryana (Indo-Gangetic),Sugarcane,11.77,6.83,175.8,13.7,80.1,46.3,19.8,19.0,7.3,1.1,7.24,0.64,7.12,0.5,0.28,954.3,1902.2,29.4,8,0.92,0,None,0.0,616.49,616.85,-0.36,340.0,-122.0,-122.0
IND_FIELD_0927,Maharashtra & Vidarbha (Deccan),Sugarcane,12.33,7.6,95.5,29.3,110.5,40.7,16.5,14.2,8.1,1.06,7.9,0.51,2.91,0.77,0.64,1370.4,2723.4,27.2,4,0.92,0,None,0.0,584.44,585.6,-1.15,340.0,-392.0,-392.0
IND_FIELD_0928,Andhra Pradesh & Telangana,Cotton,9.2,7.99,77.6,39.9,304.1,24.2,7.3,26.4,9.0,0.43,4.43,0.68,2.79,0.6,0.2,1308.0,2802.4,23.0,9,0.92,0,None,0.0,19.49,20.07,-0.58,7121.0,-4100.0,-4100.0
IND_FIELD_0929,Andhra Pradesh & Telangana,Gram / Chickpea (Chana),5.04,7.17,90.0,42.0,288.2,28.1,22.1,12.8,10.1,1.02,10.33,0.28,4.98,0.27,0.35,936.4,2715.5,26.7,4,0.894,1,Syngenta CropBio+ (Biostimulant),1.53,19.74,17.89,1.86,5440.0,10091.0,8216.0
IND_FIELD_0930,Maharashtra & Vidarbha (Deccan),Rice (Paddy),10.88,6.23,226.3,39.4,136.1,42.3,6.6,12.3,11.9,0.61,6.76,0.87,5.38,0.68,0.62,1310.4,2864.9,27.3,5,0.92,0,None,0.0,43.43,44.31,-0.88,2300.0,-2027.0,-2027.0
IND_FIELD_0931,Punjab & Haryana (Indo-Gangetic),Cotton,10.33,6.45,207.9,25.8,266.8,38.9,19.5,25.6,8.2,0.33,3.62,0.73,4.64,0.54,0.37,834.1,2049.4,33.6,4,0.92,0,None,0.0,23.33,23.54,-0.21,7121.0,-1503.0,-1503.0
IND_FIELD_0932,Uttar Pradesh & Bihar,Soybean,11.66,6.28,123.7,16.0,226.1,41.0,19.7,14.6,12.1,0.76,10.04,0.64,5.29,0.9,0.18,668.9,2621.9,26.2,2,0.876,1,Syngenta Quantis,2.98,26.19,23.35,2.84,4892.0,13878.0,12226.0
IND_FIELD_0933,Karnataka & Tamil Nadu,Wheat,5.37,6.39,178.0,30.4,313.0,31.2,23.2,16.7,9.1,0.78,7.48,0.42,2.99,0.6,0.73,671.0,3117.6,26.9,3,0.785,0,None,0.0,35.26,35.42,-0.17,2275.0,-378.0,-378.0
IND_FIELD_0934,Andhra Pradesh & Telangana,Wheat,5.64,6.54,156.7,17.5,169.7,39.5,7.0,20.5,7.1,0.81,8.3,0.31,4.64,0.75,0.37,1079.2,2655.1,32.2,6,0.904,0,None,0.0,34.61,34.54,0.07,2275.0,159.0,159.0
IND_FIELD_0935,Punjab & Haryana (Indo-Gangetic),Maize,13.29,7.13,181.9,52.7,243.6,29.6,16.7,19.9,10.4,1.08,7.03,0.49,5.62,0.4,0.19,926.0,2655.9,31.9,4,0.92,0,None,0.0,59.5,59.51,-0.01,2225.0,-14.0,-14.0
IND_FIELD_0936,Maharashtra & Vidarbha (Deccan),Gram / Chickpea (Chana),11.75,7.21,182.9,32.4,95.2,24.3,13.7,25.6,11.0,0.64,9.29,0.66,4.38,0.78,0.2,1076.0,2831.0,32.4,6,0.92,0,None,0.0,20.89,21.92,-1.03,5440.0,-5608.0,-5608.0
IND_FIELD_0937,Punjab & Haryana (Indo-Gangetic),Soybean,13.49,6.82,173.2,25.6,175.1,37.0,12.0,23.7,9.4,0.65,3.44,0.64,5.74,0.75,0.33,1101.8,2266.5,34.4,5,0.92,0,None,0.0,25.22,25.28,-0.06,4892.0,-285.0,-285.0
IND_FIELD_0938,Karnataka & Tamil Nadu,Maize,11.85,7.28,107.9,45.0,311.3,47.3,7.6,24.2,4.1,0.37,5.16,0.47,4.48,0.88,0.27,471.2,2780.7,32.3,3,0.806,0,None,0.0,53.22,52.36,0.86,2225.0,1913.0,1913.0
IND_FIELD_0939,Punjab & Haryana (Indo-Gangetic),Cotton,10.07,6.0,67.0,33.4,209.4,27.3,16.1,25.7,5.3,1.06,6.63,0.63,3.83,0.27,0.69,501.3,3082.7,27.3,6,0.798,0,None,0.0,19.22,20.09,-0.87,7121.0,-6225.0,-6225.0
IND_FIELD_0940,Andhra Pradesh & Telangana,Mustard / Rapeseed,10.7,6.01,142.0,25.3,149.1,31.8,14.6,16.4,6.5,0.92,3.76,0.77,3.67,0.56,0.38,956.0,1815.3,32.7,10,0.92,0,None,0.0,26.98,26.7,0.28,5650.0,1577.0,1577.0
IND_FIELD_0941,Maharashtra & Vidarbha (Deccan),Groundnut (Peanut),13.28,6.21,220.4,46.9,108.9,38.2,7.9,17.1,6.5,0.68,8.35,0.22,4.26,0.73,0.71,631.5,3018.2,28.6,1,0.847,0,None,0.0,27.52,27.26,0.26,6783.0,1782.0,1782.0
IND_FIELD_0942,Andhra Pradesh & Telangana,Wheat,9.87,7.04,162.5,49.3,248.8,34.2,17.0,19.6,10.6,1.08,6.07,0.52,2.13,0.32,0.27,1050.9,2106.1,25.6,8,0.92,1,Syngenta Isabion,2.45,45.1,40.1,5.0,2275.0,11376.0,9599.0
IND_FIELD_0943,Andhra Pradesh & Telangana,Maize,10.46,6.31,209.8,40.9,234.8,43.3,19.3,16.8,3.7,0.89,5.19,0.73,5.68,0.54,0.5,974.6,2438.3,25.9,4,0.909,1,Syngenta Isabion,2.9,61.98,56.3,5.69,2225.0,12654.0,10766.0
IND_FIELD_0944,Uttar Pradesh & Bihar,Rice (Paddy),5.22,6.48,238.5,14.0,169.7,40.9,19.8,31.7,11.4,0.82,3.22,0.58,6.65,0.91,0.63,1006.5,2993.3,24.9,6,0.92,0,None,0.0,40.59,40.12,0.47,2300.0,1072.0,1072.0
IND_FIELD_0945,Punjab & Haryana (Indo-Gangetic),Wheat,8.71,6.76,89.5,36.4,308.2,19.7,22.3,27.9,6.3,0.86,8.45,0.66,3.95,0.56,0.61,737.3,2953.5,23.9,2,0.807,1,Syngenta Isabion,1.67,41.5,36.62,4.89,2275.0,11121.0,9485.0
IND_FIELD_0946,Punjab & Haryana (Indo-Gangetic),Mustard / Rapeseed,11.38,7.75,184.5,44.8,85.3,48.0,13.4,13.6,6.8,1.0,9.29,0.56,2.25,0.94,0.57,1057.9,3048.7,24.4,6,0.92,1,Syngenta CropBio+ (Biostimulant),2.58,31.58,28.47,3.11,5650.0,17590.0,15553.0
IND_FIELD_0947,Punjab & Haryana (Indo-Gangetic),Wheat,6.48,5.83,181.4,17.9,152.9,40.6,23.2,10.1,9.0,1.03,6.08,0.89,7.43,0.29,0.8,1238.0,3116.6,22.8,6,0.92,1,Syngenta Quantis,1.51,40.28,36.62,3.65,2275.0,8309.0,6555.0
IND_FIELD_0948,Karnataka & Tamil Nadu,Rice (Paddy),5.72,7.36,236.4,21.8,301.1,43.9,21.6,10.9,5.8,0.62,7.32,0.24,3.45,0.75,0.31,1398.2,2426.0,33.5,5,0.92,0,None,0.0,41.28,41.38,-0.1,2300.0,-229.0,-229.0
IND_FIELD_0949,Karnataka & Tamil Nadu,Wheat,6.95,7.41,237.4,49.9,157.0,37.5,11.3,15.4,12.8,0.45,4.86,0.54,2.7,0.66,0.5,1246.5,2718.9,34.1,3,0.92,1,Syngenta Quantis,1.28,41.55,37.28,4.27,2275.0,9719.0,7749.0
IND_FIELD_0950,Andhra Pradesh & Telangana,Mustard / Rapeseed,6.16,7.72,183.6,12.9,140.5,43.7,8.9,12.5,4.4,0.47,7.74,0.26,4.03,0.6,0.77,979.6,2346.7,29.6,4,0.871,0,None,0.0,24.12,23.93,0.19,5650.0,1079.0,1079.0
IND_FIELD_0951,Andhra Pradesh & Telangana,Rice (Paddy),5.86,8.04,103.9,44.4,208.2,21.4,13.8,21.7,8.2,1.0,3.29,0.31,6.06,0.93,0.2,633.8,2291.0,32.9,5,0.795,1,Syngenta Quantis,2.58,41.17,35.31,5.86,2300.0,13482.0,11877.0
IND_FIELD_0952,Andhra Pradesh & Telangana,Cotton,8.17,5.85,203.7,32.4,277.7,28.4,13.2,28.9,12.4,1.26,6.77,0.47,3.62,0.34,0.19,1097.4,2404.2,24.4,8,0.92,0,None,0.0,22.78,21.23,1.55,7121.0,11050.0,11050.0
IND_FIELD_0953,Punjab & Haryana (Indo-Gangetic),Maize,13.49,6.17,79.3,31.2,104.8,44.3,16.4,26.2,10.0,0.75,7.9,0.31,5.16,0.88,0.31,1340.8,2840.3,33.7,11,0.92,0,None,0.0,52.61,52.15,0.47,2225.0,1044.0,1044.0
IND_FIELD_0954,Karnataka & Tamil Nadu,Mustard / Rapeseed,9.08,7.93,200.5,12.3,306.3,24.0,16.5,14.7,6.6,0.49,9.9,0.87,4.29,0.73,0.59,651.3,2502.0,28.6,4,0.813,1,Syngenta CropBio+ (Biostimulant),1.42,29.78,26.51,3.28,5650.0,18506.0,16643.0
IND_FIELD_0955,Maharashtra & Vidarbha (Deccan),Soybean,5.57,6.9,223.8,47.2,270.8,20.3,19.5,18.8,7.9,1.13,5.98,0.86,2.65,0.43,0.33,693.2,2939.7,22.9,3,0.743,1,Syngenta CropBio+ (Biostimulant),1.92,24.14,21.54,2.6,4892.0,12717.0,10742.0
IND_FIELD_0956,Maharashtra & Vidarbha (Deccan),Cotton,4.35,7.16,128.9,27.5,123.5,41.6,15.2,21.2,10.9,1.22,8.79,0.44,3.82,0.88,0.28,591.6,2843.3,23.8,3,0.759,1,Syngenta Quantis,1.3,19.99,18.35,1.65,7121.0,11721.0,10036.0
IND_FIELD_0957,Andhra Pradesh & Telangana,Soybean,11.16,7.39,173.5,35.3,250.9,43.1,7.9,27.8,13.7,1.27,7.56,0.65,5.99,0.55,0.47,1149.9,1828.7,26.0,4,0.92,0,None,0.0,24.6,24.31,0.29,4892.0,1425.0,1425.0
IND_FIELD_0958,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),7.71,7.43,137.4,41.1,172.4,22.9,21.4,28.5,12.9,0.97,9.97,0.57,5.37,0.82,0.58,836.2,2682.3,22.6,3,0.917,0,None,0.0,40.17,40.1,0.07,2300.0,164.0,164.0
IND_FIELD_0959,Punjab & Haryana (Indo-Gangetic),Wheat,12.54,8.04,138.8,42.2,176.6,43.6,11.6,30.0,7.1,1.25,6.11,0.77,2.66,0.52,0.32,509.6,2411.2,26.0,6,0.843,1,Syngenta Quantis,1.5,44.93,38.92,6.01,2275.0,13671.0,11766.0
IND_FIELD_0960,Uttar Pradesh & Bihar,Maize,10.75,8.19,115.9,53.1,268.0,38.6,23.5,21.2,14.0,0.32,5.53,0.64,2.9,0.85,0.36,1281.2,2439.3,22.8,4,0.92,1,Syngenta Isabion,2.34,59.06,53.05,6.01,2225.0,13376.0,11447.0
IND_FIELD_0961,Punjab & Haryana (Indo-Gangetic),Sugarcane,12.26,7.53,197.2,34.8,311.1,33.6,8.1,25.3,3.5,0.42,9.68,0.2,5.52,0.7,0.58,979.8,2945.7,25.1,11,0.92,1,Syngenta Isabion,2.95,742.67,643.08,99.59,340.0,33860.0,31936.0
IND_FIELD_0962,Andhra Pradesh & Telangana,Sugarcane,6.49,6.49,228.5,29.2,110.4,42.9,23.2,12.5,3.8,0.4,3.56,0.73,6.47,0.35,0.81,764.5,2566.7,25.5,5,0.826,1,Syngenta CropBio+ (Biostimulant),2.76,630.9,556.07,74.84,340.0,25444.0,23835.0
IND_FIELD_0963,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),11.12,7.91,229.3,53.0,181.0,30.6,7.6,22.4,12.2,1.08,4.2,0.72,3.92,0.7,0.62,776.8,3039.9,34.9,6,0.867,0,None,0.0,43.46,44.5,-1.04,2300.0,-2393.0,-2393.0
IND_FIELD_0964,Maharashtra & Vidarbha (Deccan),Mustard / Rapeseed,6.4,5.92,91.5,39.6,195.4,23.8,10.2,15.5,5.6,0.38,3.8,0.56,5.27,0.38,0.7,725.7,2797.9,25.1,3,0.803,0,None,0.0,22.67,23.22,-0.55,5650.0,-3088.0,-3088.0
IND_FIELD_0965,Maharashtra & Vidarbha (Deccan),Wheat,13.83,6.35,217.5,24.8,170.3,26.5,6.8,19.5,4.1,0.85,9.35,0.83,2.94,0.54,0.41,882.7,2574.0,25.1,11,0.92,0,None,0.0,43.06,43.18,-0.13,2275.0,-294.0,-294.0
IND_FIELD_0966,Maharashtra & Vidarbha (Deccan),Onion,10.5,7.95,192.7,17.4,167.2,33.2,18.7,23.9,6.0,0.82,3.28,0.84,3.71,0.37,0.34,770.2,2856.4,30.9,5,0.864,1,Syngenta Isabion,2.75,244.66,219.53,25.13,2800.0,70359.0,68477.0
IND_FIELD_0967,Uttar Pradesh & Bihar,Sugarcane,7.07,6.41,105.5,48.2,92.5,33.9,21.3,15.7,8.0,0.64,9.49,0.57,2.11,0.27,0.47,970.5,1853.7,33.2,4,0.919,1,Syngenta Quantis,2.99,599.64,532.1,67.55,340.0,22966.0,21068.0
IND_FIELD_0968,Maharashtra & Vidarbha (Deccan),Soybean,6.46,6.33,72.1,27.6,244.5,42.2,13.8,11.1,11.2,1.26,6.49,0.63,6.23,0.4,0.71,1184.8,1837.9,27.0,4,0.92,1,Syngenta Isabion,2.69,22.71,20.3,2.41,4892.0,11786.0,9808.0
IND_FIELD_0969,Andhra Pradesh & Telangana,Sugarcane,5.6,6.13,108.2,40.4,184.7,41.7,22.7,10.2,10.1,0.49,3.23,0.9,4.21,0.63,0.47,1090.7,1916.7,33.4,10,0.918,0,None,0.0,516.5,516.2,0.31,340.0,104.0,104.0
IND_FIELD_0970,Maharashtra & Vidarbha (Deccan),Rice (Paddy),11.14,7.86,224.2,32.2,126.8,35.4,16.6,10.5,6.0,0.69,6.13,0.41,6.49,0.59,0.74,729.7,2412.6,26.4,8,0.872,0,None,0.0,44.0,43.63,0.37,2300.0,856.0,856.0
IND_FIELD_0971,Andhra Pradesh & Telangana,Maize,5.91,7.0,174.0,20.6,275.8,41.4,17.3,10.2,8.8,1.15,4.56,0.43,5.9,0.6,0.84,952.3,2129.6,24.6,6,0.906,0,None,0.0,49.3,49.62,-0.31,2225.0,-698.0,-698.0
IND_FIELD_0972,Karnataka & Tamil Nadu,Soybean,10.05,7.42,189.8,37.9,272.6,23.8,21.2,12.4,13.2,0.33,7.76,0.33,6.56,0.42,0.2,1248.1,3178.0,26.3,2,0.92,1,Syngenta Quantis,2.75,26.98,24.7,2.28,4892.0,11158.0,9544.0
IND_FIELD_0973,Uttar Pradesh & Bihar,Cotton,6.41,6.37,106.3,14.6,196.7,19.5,11.3,15.3,12.1,1.04,8.16,0.83,3.57,0.73,0.18,514.8,2559.2,29.9,5,0.674,0,None,0.0,17.06,17.81,-0.75,7121.0,-5330.0,-5330.0
IND_FIELD_0974,Punjab & Haryana (Indo-Gangetic),Mustard / Rapeseed,10.78,7.62,189.5,29.8,151.6,44.2,12.4,14.9,6.9,1.2,6.76,0.72,3.02,0.74,0.25,524.4,2727.4,26.8,6,0.782,1,Syngenta CropBio+ (Biostimulant),1.91,31.16,26.67,4.49,5650.0,25363.0,23543.0
IND_FIELD_0975,Punjab & Haryana (Indo-Gangetic),Cotton,12.46,7.62,65.1,35.5,233.1,20.3,22.3,31.7,13.8,1.33,3.5,0.27,7.35,0.5,0.42,978.4,2190.3,30.7,5,0.92,1,Syngenta Quantis,2.0,24.51,21.63,2.88,7121.0,20518.0,18666.0
IND_FIELD_0976,Maharashtra & Vidarbha (Deccan),Mustard / Rapeseed,12.06,6.55,127.6,30.8,149.2,25.4,22.2,16.7,10.9,1.26,7.99,0.89,5.95,0.87,0.24,1057.2,2250.5,25.1,1,0.92,0,None,0.0,28.58,28.24,0.34,5650.0,1939.0,1939.0
IND_FIELD_0977,Andhra Pradesh & Telangana,Cotton,11.87,6.79,172.8,44.2,136.6,38.9,23.6,12.8,4.2,0.65,9.35,0.71,6.59,0.7,0.76,650.8,2269.6,31.1,10,0.855,0,None,0.0,23.64,22.92,0.72,7121.0,5158.0,5158.0
IND_FIELD_0978,Punjab & Haryana (Indo-Gangetic),Sugarcane,5.56,6.3,86.3,47.6,255.3,30.3,22.2,22.0,3.9,0.95,8.46,0.8,2.07,0.75,0.17,1158.0,2778.2,26.5,7,0.92,1,Syngenta Quantis,2.9,603.79,524.93,78.86,340.0,26814.0,24915.0
IND_FIELD_0979,Maharashtra & Vidarbha (Deccan),Maize,4.47,8.14,208.1,45.2,89.7,44.3,8.3,28.9,5.3,0.39,9.26,0.23,3.95,0.44,0.37,1064.0,2463.2,27.9,6,0.92,0,None,0.0,45.25,45.29,-0.04,2225.0,-90.0,-90.0
IND_FIELD_0980,Andhra Pradesh & Telangana,Wheat,11.19,7.35,102.3,13.7,102.7,26.9,20.8,24.9,11.1,0.58,4.66,0.55,6.09,0.25,0.28,1327.1,2524.8,29.3,5,0.92,1,Syngenta Isabion,2.45,41.9,37.89,4.0,2275.0,9108.0,7449.0
IND_FIELD_0981,Maharashtra & Vidarbha (Deccan),Rice (Paddy),7.55,8.04,177.4,20.3,81.6,18.4,13.4,16.5,5.4,0.4,9.69,0.69,2.43,0.86,0.8,610.5,2628.8,30.9,6,0.751,1,Syngenta CropBio+ (Biostimulant),1.57,42.79,35.93,6.87,2300.0,15792.0,13932.0
IND_FIELD_0982,Uttar Pradesh & Bihar,Cotton,8.26,6.53,132.9,35.1,116.7,27.0,23.8,22.4,8.9,0.65,5.55,0.58,5.12,0.83,0.62,1163.8,2876.3,25.1,1,0.92,0,None,0.0,21.24,21.25,-0.01,7121.0,-58.0,-58.0
IND_FIELD_0983,Punjab & Haryana (Indo-Gangetic),Soybean,3.84,7.68,167.3,52.2,96.6,35.3,14.5,25.7,4.5,1.26,3.3,0.67,4.36,0.34,0.79,529.5,1926.5,32.9,7,0.714,1,Syngenta Quantis,1.74,21.23,17.62,3.61,4892.0,17659.0,15781.0
IND_FIELD_0984,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),6.36,7.64,79.3,47.9,319.0,29.3,16.0,26.0,13.2,0.68,9.36,0.77,2.1,0.51,0.83,987.0,2887.6,31.4,9,0.92,1,Syngenta Isabion,1.9,43.57,37.28,6.28,2300.0,14451.0,12840.0
IND_FIELD_0985,Uttar Pradesh & Bihar,Sugarcane,3.87,7.46,63.0,48.2,149.3,34.0,15.5,24.7,7.1,0.92,10.08,0.46,3.3,0.71,0.5,974.3,2588.5,25.0,5,0.898,1,Syngenta CropBio+ (Biostimulant),1.76,536.59,470.37,66.21,340.0,22513.0,20542.0
IND_FIELD_0986,Maharashtra & Vidarbha (Deccan),Tur / Pigeon Pea (Arhar),13.17,8.12,223.7,25.0,115.8,44.3,11.8,29.2,13.0,0.78,7.99,0.79,3.57,0.71,0.31,819.0,2736.7,34.7,7,0.92,1,Syngenta Isabion,1.82,21.3,18.71,2.6,7550.0,19627.0,17943.0
IND_FIELD_0987,Andhra Pradesh & Telangana,Gram / Chickpea (Chana),6.18,6.74,108.5,30.5,137.8,45.4,7.4,29.1,13.4,0.8,4.89,0.31,2.62,0.85,0.29,1252.3,2258.6,30.6,3,0.92,0,None,0.0,17.94,17.42,0.52,5440.0,2826.0,2826.0
IND_FIELD_0988,Maharashtra & Vidarbha (Deccan),Groundnut (Peanut),9.63,6.11,207.5,32.2,304.7,26.0,22.1,22.7,3.6,1.37,5.04,0.39,5.47,0.35,0.31,454.2,2373.1,27.9,6,0.748,1,Syngenta Quantis,1.74,29.68,25.74,3.94,6783.0,26692.0,24708.0
IND_FIELD_0989,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),3.93,7.41,239.9,18.8,204.8,31.9,20.4,19.5,8.4,0.63,6.61,0.23,3.33,0.55,0.65,944.2,2123.6,24.0,6,0.857,1,Syngenta Isabion,2.67,25.85,23.08,2.77,6783.0,18787.0,16811.0
IND_FIELD_0990,Uttar Pradesh & Bihar,Sugarcane,10.84,7.55,98.1,13.3,167.6,34.5,8.5,24.1,3.8,0.99,9.75,0.46,3.53,0.32,0.18,656.3,3171.0,28.9,5,0.864,1,Syngenta Isabion,2.22,628.79,554.11,74.68,340.0,25390.0,23382.0
IND_FIELD_0991,Uttar Pradesh & Bihar,Cotton,7.05,7.18,107.7,52.7,289.6,46.5,20.0,28.0,13.0,0.76,4.29,0.47,6.94,0.52,0.19,1156.3,2495.8,24.1,9,0.92,0,None,0.0,20.59,20.56,0.03,7121.0,208.0,208.0
IND_FIELD_0992,Andhra Pradesh & Telangana,Gram / Chickpea (Chana),13.38,6.3,179.3,22.4,174.8,48.0,17.3,10.1,8.9,0.37,9.23,0.76,4.57,0.26,0.58,490.9,3194.5,27.6,9,0.862,0,None,0.0,22.23,21.76,0.47,5440.0,2568.0,2568.0
IND_FIELD_0993,Maharashtra & Vidarbha (Deccan),Sugarcane,13.27,7.01,233.8,22.3,160.4,25.1,13.4,31.8,4.3,0.84,5.33,0.66,4.16,0.88,0.6,1240.0,2485.7,27.3,4,0.92,0,None,0.0,663.3,663.06,0.24,340.0,83.0,83.0
IND_FIELD_0994,Andhra Pradesh & Telangana,Wheat,7.08,6.55,224.8,15.6,129.7,39.8,10.6,14.0,4.7,1.19,9.1,0.51,5.98,0.62,0.62,1246.2,2107.7,31.4,1,0.92,1,Syngenta CropBio+ (Biostimulant),1.82,41.64,37.95,3.69,2275.0,8397.0,6557.0
IND_FIELD_0995,Maharashtra & Vidarbha (Deccan),Soybean,13.41,6.83,150.5,51.9,170.7,29.3,21.5,20.3,7.5,0.41,9.92,0.66,7.0,0.84,0.41,1241.2,2510.4,24.5,5,0.92,0,None,0.0,25.95,25.72,0.23,4892.0,1103.0,1103.0
IND_FIELD_0996,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),14.46,7.35,203.1,36.9,156.0,18.2,18.6,29.2,13.4,0.38,6.32,0.24,2.14,0.29,0.71,594.9,1855.4,32.7,8,0.904,1,Syngenta Isabion,1.93,53.81,46.97,6.84,2300.0,15726.0,13757.0
IND_FIELD_0997,Karnataka & Tamil Nadu,Wheat,12.58,7.59,84.4,40.7,242.6,18.3,15.9,15.0,10.8,0.47,5.86,0.33,4.47,0.41,0.52,1048.9,3066.7,26.2,2,0.92,0,None,0.0,39.82,39.37,0.45,2275.0,1027.0,1027.0
IND_FIELD_0998,Punjab & Haryana (Indo-Gangetic),Mustard / Rapeseed,12.79,6.36,235.9,51.2,149.5,31.8,17.0,20.5,12.6,1.14,9.06,0.64,5.36,0.43,0.22,463.6,2946.0,27.8,6,0.79,0,None,0.0,29.5,29.48,0.02,5650.0,115.0,115.0
IND_FIELD_0999,Karnataka & Tamil Nadu,Wheat,6.24,6.77,233.6,26.9,218.5,32.7,7.6,12.9,7.3,1.1,7.07,0.65,3.75,0.52,0.71,1255.6,2816.1,32.0,13,0.92,0,None,0.0,37.56,37.32,0.24,2275.0,543.0,543.0
IND_FIELD_1000,Maharashtra & Vidarbha (Deccan),Rice (Paddy),9.84,6.45,89.5,38.7,95.8,18.7,14.5,18.7,4.0,0.92,8.2,0.74,6.25,0.81,0.82,1136.8,2653.8,30.1,3,0.92,1,Syngenta CropBio+ (Biostimulant),2.08,43.82,39.98,3.84,2300.0,8824.0,7087.0
IND_FIELD_1001,Punjab & Haryana (Indo-Gangetic),Onion,4.24,6.28,113.9,13.7,125.9,38.6,9.5,13.9,13.7,0.82,7.75,0.48,7.34,0.52,0.19,954.6,2611.8,26.0,5,0.885,1,Syngenta CropBio+ (Biostimulant),1.8,200.88,176.35,24.53,2800.0,68690.0,66752.0
IND_FIELD_1002,Andhra Pradesh & Telangana,Soybean,4.54,7.68,78.0,20.0,177.8,26.8,9.8,18.0,3.7,1.28,4.32,0.71,7.19,0.39,0.42,1144.1,3195.4,27.0,4,0.92,0,None,0.0,18.68,18.47,0.21,4892.0,1038.0,1038.0
IND_FIELD_1003,Karnataka & Tamil Nadu,Rice (Paddy),14.49,7.98,108.9,47.7,304.9,34.8,17.9,18.2,13.5,1.14,9.37,0.68,3.46,0.3,0.49,539.6,2189.2,26.0,7,0.876,1,Syngenta CropBio+ (Biostimulant),1.25,50.91,45.56,5.35,2300.0,12306.0,10579.0
IND_FIELD_1004,Uttar Pradesh & Bihar,Soybean,7.09,6.69,206.9,45.0,170.5,27.0,22.4,31.8,7.4,1.19,4.63,0.87,3.24,0.31,0.25,952.2,2891.6,29.7,4,0.92,0,None,0.0,23.18,23.32,-0.14,4892.0,-672.0,-672.0
IND_FIELD_1005,Uttar Pradesh & Bihar,Maize,11.73,7.6,128.1,27.1,239.4,23.0,13.3,31.9,3.6,1.19,10.01,0.35,7.27,0.78,0.76,726.7,2614.0,26.3,3,0.875,1,Syngenta Isabion,1.25,58.94,52.85,6.08,2225.0,13536.0,11640.0
